branch_id,branch_name,address,city,state,zip_code,region,branch_type,open_date,manager_name,phone,total_deposits,total_loans,employee_count
BR163,Burkeside Branch,3376 Smith Vista Suite 417,Lake Johnfort,DC,16375,Southeast,ATM Only,2011-10-05,Ricky Wood,(356)321-8246x87817,62721590,22427908,11
BR164,Jacksonville Branch,0290 Amy Mountain Apt. 792,South Brandyside,GU,18660,Midwest,Limited Service,2021-07-14,Stephanie Young,+1-210-482-1626x66205,23256496,44084471,4
BR165,Williamsstad Branch,50296 Miranda Lights Suite 327,South Anna,CT,25388,Southwest,Limited Service,2020-06-11,Robert Nunez,948.462.2710x2493,76013522,40678587,12
BR166,Nataliefort Branch,754 Haney Haven Apt. 131,North Erin,MH,66022,Southwest,ATM Only,2024-02-23,Alyssa Clark,256-245-7377,73496017,37680940,10
BR167,Stewartland Branch,850 Gibson Mission,Port Destinymouth,PW,72877,Northeast,Full Service,2014-12-22,Olivia Turner,+1-546-425-2942x807,37831028,15928678,6
BR168,New Samuel Branch,9130 Jennifer Spring Suite 409,Cameronview,VI,31718,Midwest,Full Service,2024-07-26,Bridget Lee,+1-235-206-8817x113,22532693,40258028,20
BR169,East Anthony Branch,388 Natasha Station Apt. 172,Riverschester,GU,46375,Midwest,Full Service,2023-01-06,David Freeman,001-548-586-5305x26716,14726339,44034479,25
BR170,Jenkinsview Branch,15278 Cardenas Cliffs Suite 625,Colemanborough,PR,59387,Southeast,Full Service,2012-09-26,Rebecca Lewis,2742443583,80564311,10586631,12
BR171,East Patricia Branch,671 Clements Path Suite 053,Alisonchester,OR,45013,West,Limited Service,2022-02-09,Carol Tran,+1-634-753-2011,84898230,10118120,9
BR172,Richardsview Branch,1045 Kyle Grove Apt. 373,New Christopherland,MT,17061,Midwest,Limited Service,2017-02-27,James Gates,826-718-9497x6453,20541632,13702566,24
BR173,Wilsonburgh Branch,27415 Miller Trace Apt. 052,West Adamland,AS,03369,West,Full Service,2008-02-12,Brandi Booth,490.738.1050x8167,41136009,21459163,6
BR174,Ortiztown Branch,177 Ruth Court Suite 531,Lake Keithchester,NY,51625,West,ATM Only,2018-04-22,Eric Evans,422-894-0471x404,69153128,24710563,7
BR175,Benjaminberg Branch,47173 Erin Branch,Hamiltonbury,IA,63000,Midwest,ATM Only,2022-03-07,Joshua Rios,(811)210-5219x219,16588203,29728420,12
BR176,Colemanstad Branch,41331 Miller Ford,Port Madisonmouth,RI,50161,West,Full Service,2012-06-04,Mark Choi,914-902-1180,59088507,29273392,16
BR177,Michaelland Branch,1808 Erik Estate,South Theodore,FL,49026,West,Limited Service,2012-06-30,Gabrielle Allen,382-810-6530x747,87997516,26290720,8
BR178,North Brett Branch,37208 Stacey Fort Apt. 964,Port Patriciaside,SC,98785,Midwest,Full Service,2006-06-04,Robert Hernandez,001-776-605-4800,26926612,8178956,20
BR179,Cardenastown Branch,1672 Mosley Shoal,Port Darlenetown,RI,19593,Southeast,ATM Only,2014-06-13,Colton Nunez,258-784-5475x399,65869041,22149034,10
BR180,Johnview Branch,5452 Henderson Brook Suite 151,Smithmouth,WV,45921,Northeast,Full Service,2021-04-04,Misty Forbes,(884)724-8198,47668022,16436341,8
BR181,Margarettown Branch,480 Brittany Hills Suite 570,Davidfort,IL,41832,Southeast,Full Service,2024-06-29,Olivia Flores,813.555.2374x3541,22457911,43275449,7
BR182,New Melissatown Branch,97309 Nicholas Viaduct Suite 230,Nicolebury,KS,32044,Southeast,Limited Service,2010-07-31,Jennifer Barrett,652.784.1481,14895197,5200829,7
BR183,Sandersmouth Branch,38630 Taylor Trail,Port Troyport,IL,00793,Midwest,Full Service,2016-10-26,Dean Snyder,(873)786-8451x267,26449777,30537000,25
BR184,Scottfurt Branch,889 Cheryl Locks,South Charlestown,OH,90816,Northeast,ATM Only,2006-02-17,Earl Johnston,(834)948-3427x46548,39689113,5319529,23
BR185,East Amandaview Branch,2604 Pittman Spring Suite 900,Pollardbury,ND,39609,Midwest,Limited Service,2016-05-16,Collin Mccarthy,(533)895-4428,30447675,41326018,23
BR186,West Daniel Branch,308 Richard Springs Suite 139,Brownstad,NY,47016,West,ATM Only,2011-11-01,Jack Wright,683.405.2440x11586,86144496,38256656,19
BR187,West Jacksonville Branch,272 Melissa Track,North Jasmineview,NJ,64454,Southeast,Full Service,2010-07-18,Mrs. Robin Pearson,761-897-4755,46871274,20294448,3
BR188,Port Brianton Branch,259 Timothy Lake,West Jamie,MA,42591,West,ATM Only,2013-06-11,Amy Ponce,+1-500-577-8460x40470,44811793,20066758,18
BR189,Robertton Branch,07930 Charles Lights Suite 183,Shawnside,NC,85327,Southwest,Limited Service,2018-01-28,Christopher Lara,244.837.8236x60854,72009689,5914497,13
BR190,Cartershire Branch,947 Moreno Landing,North Michael,AK,63781,Midwest,Full Service,2007-02-19,Mrs. Jessica Marquez,001-585-311-4615x29345,79011691,8852263,22
BR191,East Michelleberg Branch,6104 Lori Shores Suite 913,Laurieborough,VT,95741,Southeast,ATM Only,2012-07-11,Jennifer Smith,242-852-9739x624,26763465,31428797,21
BR192,Castilloberg Branch,386 Ashley Vista,New Williamborough,OH,67007,Southeast,Full Service,2023-12-31,Samantha Rodriguez,2443439851,89998560,35987837,25
BR193,Port Craigview Branch,38135 Herrera Mountains,South Debbieview,VA,52253,Midwest,Full Service,2023-06-26,Brandon King,241-624-0854x441,46619297,45581538,25
BR194,Kaitlinville Branch,816 Sosa Union Suite 493,Port Cliffordton,MO,41575,Southeast,Limited Service,2020-03-17,Tim Boyd,+1-763-866-1641,59095428,16916329,4
BR195,South Danielville Branch,9442 Carly Knoll Apt. 102,Port Jeffrey,NJ,74604,Northeast,Limited Service,2010-11-01,Theresa Wilson,231.692.7754,71311029,26130819,4
BR196,New Veronicamouth Branch,17155 Curtis Manors,Sanchezville,FL,55903,West,ATM Only,2010-06-16,Jessica Jones,(214)837-9698,44393896,11207061,3
BR197,East Daniel Branch,790 Michelle Branch,Wrightland,PW,11600,Southeast,Full Service,2009-08-13,Amy Gray,+1-560-485-7139,85634618,43405444,5
BR198,Matthewsside Branch,20354 Wade Tunnel,Norrisstad,UT,59743,Northeast,ATM Only,2012-04-13,Jesse Miller,269-377-9092x10625,99500774,25582882,8
BR199,West Scottville Branch,0327 Bobby Locks,New Danielmouth,NM,88877,Southwest,Full Service,2019-04-22,Kayla Wilson,+1-406-333-8093,62196525,34555237,5
BR200,Lake Vanessa Branch,482 Jackson Wells,Stephanieberg,SC,00794,West,ATM Only,2014-03-22,Carol Brown,+1-416-387-9338x3864,65356200,11675900,4
