loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,term_months,monthly_payment,origination_date,maturity_date,loan_status,payment_history_score,collateral_value,ltv_ratio,purpose,branch_id
LOAN00252502,CUST002525,Student,11879,6483.037978656735,0.01,120,104.06,2021-01-13,2030-11-22,Active,92.7,,,Purchase,BR117
LOAN00425701,CUST004257,Personal,49418,15691.040363467011,0.346,36,2224.3,2023-05-01,2026-04-15,Active,61.6,,,Investment,BR063
LOAN00425702,CUST004257,Credit Line,42248,33798.4,0.376,36,1973.81,2023-05-30,2026-05-14,Default,61.6,,,Refinance,BR063
LOAN00425703,CUST004257,Mortgage,396365,394007.5885479919,0.261,240,8670.52,2022-11-26,2042-08-13,Late,61.6,475638.0,0.8,Investment,BR063
LOAN00207801,CUST002078,Personal,13869,0.0,0.04,48,313.15,2021-07-15,2025-06-24,Paid Off,97.6,,,Refinance,BR007
LOAN00207802,CUST002078,Auto,47690,0.0,0.01,36,1345.24,2021-04-22,2024-04-06,Paid Off,97.6,57228.0,0.8,Purchase,BR007
LOAN00497001,CUST004970,Business,192855,127537.19038160049,0.01,120,1689.49,2022-03-14,2032-01-21,Active,100.0,,,Consolidation,BR096
LOAN00341501,CUST003415,Business,323801,54275.49390544334,0.263,60,9752.35,2021-02-26,2026-01-31,Active,66.7,,,Consolidation,BR050
LOAN00319901,CUST003199,Auto,54833,38857.4886938896,0.211,36,2068.65,2024-07-23,2027-07-08,Active,69.9,65799.59999999999,0.8,Refinance,BR001
LOAN00319902,CUST003199,Auto,70027,38865.4448544675,0.211,72,1722.29,2022-02-18,2028-01-18,Late,69.9,84032.4,0.8,Consolidation,BR001
LOAN00017401,CUST000174,Personal,13958,3290.658838709363,0.169,36,496.95,2023-04-07,2026-03-22,Active,82.5,,,Consolidation,BR066
LOAN00160601,CUST001606,Mortgage,65024,61958.34964140687,0.278,180,1531.2,2020-10-24,2035-08-07,Active,59.6,78028.8,0.8,Purchase,BR012
LOAN00170501,CUST001705,Mortgage,708100,653439.0906912485,0.074,300,5186.82,2021-01-24,2045-09-15,Active,83.6,849720.0,0.8,Purchase,BR104
LOAN00170502,CUST001705,Personal,41711,2871.555736795317,0.159,36,1464.38,2022-11-11,2025-10-26,Active,83.6,,,Purchase,BR104
LOAN00170503,CUST001705,Mortgage,454934,441949.00047931337,0.074,360,3149.87,2022-10-25,2052-05-20,Active,83.6,545920.7999999999,0.8,Purchase,BR104
LOAN00142601,CUST001426,Auto,65630,55663.333117399976,0.45,48,2968.19,2024-05-18,2028-04-27,Active,41.8,78756.0,0.8,Refinance,BR020
LOAN00142602,CUST001426,Mortgage,144633,144630.62802294115,0.43,360,5182.7,2021-05-01,2050-11-25,Late,41.8,173559.6,0.8,Investment,BR020
LOAN00142603,CUST001426,Personal,34350,0.0,0.515,24,2320.68,2023-07-31,2025-07-20,Paid Off,41.8,,,Refinance,BR020
LOAN00208301,CUST002083,Student,78424,75305.30952462391,0.362,120,2434.58,2023-03-20,2033-01-26,Active,50.9,,,Purchase,BR003
LOAN00208302,CUST002083,Auto,53430,42744.0,0.372,72,1863.17,2024-03-07,2030-02-04,Default,50.9,64116.0,0.8,Purchase,BR003
LOAN00208303,CUST002083,Student,57863,57830.295046773404,0.362,240,1746.93,2024-02-11,2043-10-29,Active,50.9,,,Consolidation,BR003
LOAN00033301,CUST000333,Auto,37715,5096.24705154343,0.144,60,885.4,2021-02-25,2026-01-30,Active,77.8,45258.0,0.8,Investment,BR104
LOAN00033302,CUST000333,Mortgage,142426,140916.75647935856,0.124,360,1509.01,2022-10-20,2052-05-15,Active,77.8,170911.19999999998,0.8,Refinance,BR104
LOAN00383001,CUST003830,Auto,65230,2636.6423342689463,0.083,60,1332.01,2020-11-23,2025-10-28,Active,84.9,78276.0,0.8,Refinance,BR025
LOAN00369601,CUST003696,Student,25193,24340.973105532576,0.193,240,414.19,2020-11-01,2040-07-19,Active,70.8,,,Purchase,BR030
LOAN00369602,CUST003696,Personal,43024,6882.505461557097,0.268,48,1470.08,2022-01-25,2026-01-04,Active,70.8,,,Investment,BR030
LOAN00204201,CUST002042,Student,13334,13237.361965608885,0.207,240,233.87,2023-12-04,2043-08-21,Active,69.2,,,Consolidation,BR031
LOAN00149701,CUST001497,Business,295740,178538.88848657729,0.01,120,2590.8,2021-08-07,2031-06-16,Active,100.0,,,Consolidation,BR026
LOAN00413501,CUST004135,Business,80224,64528.98514487765,0.197,120,1534.45,2021-08-31,2031-07-10,Active,74.5,,,Investment,BR068
LOAN00413502,CUST004135,Auto,56586,0.0,0.172,36,2023.08,2021-12-19,2024-12-03,Paid Off,74.5,67903.2,0.8,Refinance,BR068
LOAN00103601,CUST001036,Mortgage,441763,419570.7183185139,0.01,300,1664.88,2024-03-12,2048-11-01,Active,100.0,530115.6,0.8,Purchase,BR047
LOAN00103602,CUST001036,Credit Line,43455,1296.9812451617404,0.05,36,1302.39,2022-10-10,2025-09-24,Active,100.0,,,Investment,BR047
LOAN00103603,CUST001036,Auto,62000,11471.27098862946,0.01,72,887.56,2020-10-17,2026-09-16,Active,100.0,74400.0,0.8,Refinance,BR047
LOAN00066501,CUST000665,Auto,70390,38054.18816784553,0.262,36,2843.56,2024-01-08,2026-12-23,Active,63.9,84468.0,0.8,Investment,BR006
LOAN00235101,CUST002351,Student,87175,78121.70181724166,0.01,180,521.74,2023-12-17,2038-09-29,Active,95.1,,,Purchase,BR066
LOAN00091101,CUST000911,Business,209178,84525.66072335119,0.227,60,5860.83,2022-01-30,2027-01-04,Active,70.9,,,Consolidation,BR021
LOAN00351801,CUST003518,Personal,5670,3826.941954247614,0.157,60,136.98,2023-07-25,2028-06-28,Active,83.9,,,Consolidation,BR077
LOAN00496201,CUST004962,Business,304308,20170.457034036855,0.335,60,10509.49,2020-11-24,2025-10-29,Active,58.2,,,Consolidation,BR011
LOAN00496202,CUST004962,Credit Line,36580,0.0,0.405,48,1549.54,2021-03-23,2025-03-02,Paid Off,58.2,,,Refinance,BR011
LOAN00459801,CUST004598,Business,465591,227941.80568604099,0.01,60,7958.69,2023-01-22,2027-12-27,Active,99.2,,,Consolidation,BR056
LOAN00459802,CUST004598,Auto,61648,22475.32333897674,0.01,36,1738.97,2023-09-14,2026-08-29,Active,99.2,73977.59999999999,0.8,Refinance,BR056
LOAN00459803,CUST004598,Auto,29096,7438.405217209622,0.01,72,416.52,2021-03-25,2027-02-22,Active,99.2,34915.2,0.8,Purchase,BR056
LOAN00312101,CUST003121,Auto,74885,15468.033180198174,0.228,60,2102.45,2021-05-05,2026-04-09,Active,67.9,89862.0,0.8,Refinance,BR009
LOAN00158901,CUST001589,Credit Line,21519,13715.523723842016,0.375,48,871.43,2023-07-07,2027-06-16,Active,61.8,,,Consolidation,BR063
LOAN00158902,CUST001589,Personal,44236,0.0,0.345,24,2576.98,2023-03-24,2025-03-13,Paid Off,61.8,,,Refinance,BR063
LOAN00245701,CUST002457,Auto,24748,3085.967787216051,0.243,48,810.94,2021-12-23,2025-12-02,Active,66.1,29697.6,0.8,Consolidation,BR061
LOAN00080801,CUST000808,Credit Line,48001,42474.388761544586,0.322,60,1618.48,2024-06-14,2029-05-19,Active,68.0,,,Consolidation,BR069
LOAN00245801,CUST002458,Business,206068,150662.33630618986,0.145,120,3261.78,2021-04-29,2031-03-08,Active,80.6,,,Refinance,BR039
LOAN00271001,CUST002710,Mortgage,1064601,1023754.1488853445,0.01,360,3424.18,2024-04-16,2053-11-10,Active,100.0,1277521.2,0.8,Consolidation,BR011
LOAN00271002,CUST002710,Business,300177,235706.54714843511,0.01,180,1796.54,2022-04-06,2037-01-17,Active,100.0,,,Consolidation,BR011
LOAN00242501,CUST002425,Auto,47661,22070.722050692355,0.385,72,1704.57,2021-02-17,2027-01-17,Active,49.4,57193.2,0.8,Refinance,BR015
LOAN00105201,CUST001052,Business,144300,128108.48731195189,0.121,180,1741.14,2021-12-16,2036-09-28,Active,83.4,,,Consolidation,BR050
LOAN00482901,CUST004829,Business,395057,287362.80097635643,0.042,120,4037.42,2022-06-25,2032-05-03,Active,92.7,,,Consolidation,BR103
LOAN00002101,CUST000021,Personal,39263,19205.308238536574,0.02,48,851.82,2023-07-29,2027-07-08,Active,100.0,,,Investment,BR030
LOAN00002102,CUST000021,Student,14995,12874.138135198602,0.01,240,68.96,2022-07-28,2042-04-14,Active,100.0,,,Purchase,BR030
LOAN00486801,CUST004868,Student,37533,36060.83927066058,0.151,180,527.88,2023-10-11,2038-07-24,Active,75.8,,,Refinance,BR004
LOAN00486802,CUST004868,Auto,45170,22461.289261448983,0.161,60,1100.85,2022-09-02,2027-08-07,Active,75.8,54204.0,0.8,Investment,BR004
LOAN00125401,CUST001254,Business,296011,56825.116933854886,0.124,60,6644.59,2021-06-14,2026-05-19,Active,83.1,,,Refinance,BR004
LOAN00125402,CUST001254,Student,86160,68341.20929619306,0.089,120,1086.78,2022-09-18,2032-07-27,Active,83.1,,,Investment,BR004
LOAN00242601,CUST002426,Mortgage,114817,107510.308322248,0.058,360,673.69,2021-03-26,2050-10-20,Active,85.5,137780.4,0.8,Consolidation,BR043
LOAN00242602,CUST002426,Business,96273,63235.93929280403,0.103,120,1288.3,2021-01-07,2030-11-16,Active,85.5,,,Consolidation,BR043
LOAN00242603,CUST002426,Auto,72577,18029.792702957362,0.078,72,1265.43,2020-12-14,2026-11-13,Active,85.5,87092.4,0.8,Consolidation,BR043
LOAN00399801,CUST003998,Student,38574,36081.17770161396,0.194,120,730.18,2024-01-07,2033-11-15,Active,70.7,,,Consolidation,BR057
LOAN00399802,CUST003998,Business,156094,124108.48489369226,0.229,120,3322.6,2021-02-28,2031-01-07,Active,70.7,,,Consolidation,BR057
LOAN00399803,CUST003998,Auto,77247,37792.3398672154,0.204,72,1868.24,2021-10-10,2027-09-09,Active,70.7,92696.4,0.8,Purchase,BR057
LOAN00227801,CUST002278,Credit Line,41020,32816.0,0.423,48,1784.24,2024-08-09,2028-07-19,Default,56.1,,,Refinance,BR108
LOAN00227802,CUST002278,Student,53815,53456.31253972723,0.318,180,1439.08,2023-11-27,2038-09-09,Active,56.1,,,Refinance,BR108
LOAN00227803,CUST002278,Mortgage,199508,197222.55743808454,0.308,180,5174.75,2023-04-15,2038-01-26,Active,56.1,239409.59999999998,0.8,Investment,BR108
LOAN00213901,CUST002139,Credit Line,16885,14203.576515122208,0.436,60,695.17,2023-11-10,2028-10-14,Late,54.6,,,Investment,BR014
LOAN00435201,CUST004352,Auto,57946,49494.46745354364,0.148,60,1372.46,2024-08-25,2029-07-30,Active,77.3,69535.2,0.8,Consolidation,BR091
LOAN00435202,CUST004352,Business,311695,260856.75461372023,0.173,60,7796.79,2024-06-12,2029-05-17,Active,77.3,,,Investment,BR091
LOAN00472901,CUST004729,Personal,45451,0.0,0.02,36,1301.83,2022-03-21,2025-03-05,Paid Off,100.0,,,Consolidation,BR117
LOAN00497501,CUST004975,Auto,75331,0.0,0.376,36,3519.43,2022-03-10,2025-02-22,Paid Off,50.5,90397.2,0.8,Investment,BR020
LOAN00497502,CUST004975,Business,308379,305132.91778830136,0.401,120,10508.46,2024-07-12,2034-05-21,Active,50.5,,,Purchase,BR020
LOAN00094701,CUST000947,Credit Line,39189,31351.2,0.479,60,1729.49,2022-07-31,2027-07-05,Default,49.5,,,Consolidation,BR006
LOAN00312401,CUST003124,Personal,11948,5617.090035832804,0.274,60,367.7,2022-03-30,2027-03-04,Active,70.1,,,Investment,BR009
LOAN00090501,CUST000905,Business,155457,73715.77557311508,0.152,60,3714.65,2022-08-01,2027-07-06,Active,79.8,,,Consolidation,BR016
LOAN00335501,CUST003355,Auto,22609,0.0,0.245,36,892.96,2022-04-04,2025-03-19,Paid Off,65.9,27130.8,0.8,Investment,BR099
LOAN00079901,CUST000799,Auto,21295,0.0,0.151,48,593.74,2020-11-14,2024-10-24,Paid Off,76.9,25554.0,0.8,Refinance,BR050
LOAN00079902,CUST000799,Auto,16303,12014.150694669535,0.151,72,345.61,2023-07-12,2029-06-10,Active,76.9,19563.6,0.8,Refinance,BR050
LOAN00296601,CUST002966,Mortgage,189764,186250.10237275716,0.174,300,2788.71,2020-09-12,2045-05-04,Active,71.9,227716.8,0.8,Purchase,BR004
LOAN00296602,CUST002966,Mortgage,107069,103665.19590027264,0.174,180,1678.24,2023-10-01,2038-07-14,Active,71.9,128482.79999999999,0.8,Refinance,BR004
LOAN00296603,CUST002966,Auto,71076,0.0,0.194,36,2619.76,2021-05-27,2024-05-11,Paid Off,71.9,85291.2,0.8,Refinance,BR004
LOAN00498901,CUST004989,Credit Line,18843,0.0,0.222,36,721.57,2022-09-16,2025-08-31,Paid Off,79.8,,,Refinance,BR063
LOAN00147101,CUST001471,Credit Line,39026,13881.617322227072,0.071,60,774.6,2022-03-24,2027-02-26,Active,97.5,,,Purchase,BR005
LOAN00147102,CUST001471,Student,92942,70570.07929234505,0.01,120,814.21,2023-03-02,2033-01-08,Active,97.5,,,Purchase,BR005
LOAN00274201,CUST002742,Mortgage,402942,378653.21548522846,0.066,300,2745.93,2022-04-06,2046-11-26,Active,84.6,483530.39999999997,0.8,Purchase,BR001
LOAN00100601,CUST001006,Credit Line,15481,3725.858297011992,0.191,24,781.13,2024-01-31,2026-01-20,Active,83.4,,,Refinance,BR014
LOAN00100602,CUST001006,Personal,26686,3640.4508599707387,0.161,48,757.66,2022-02-05,2026-01-15,Active,83.4,,,Investment,BR014
LOAN00123801,CUST001238,Credit Line,44237,39711.52442558706,0.334,60,1524.96,2024-08-06,2029-07-11,Active,66.6,,,Refinance,BR126
LOAN00391401,CUST003914,Business,59072,57103.42231194857,0.307,120,1587.87,2023-12-29,2033-11-06,Active,61.5,,,Purchase,BR067
LOAN00022001,CUST000220,Business,484975,300135.0460288492,0.168,60,12000.79,2023-04-08,2028-03-12,Active,77.9,,,Investment,BR001
LOAN00022002,CUST000220,Mortgage,982453,969924.1898433645,0.123,360,10333.07,2022-06-06,2051-12-31,Active,77.9,1178943.5999999999,0.8,Refinance,BR001
LOAN00022003,CUST000220,Business,264452,190166.8179006651,0.168,120,4562.65,2020-12-15,2030-10-24,Active,77.9,,,Refinance,BR001
LOAN00180801,CUST001808,Mortgage,69634,65549.76334480631,0.059,360,413.02,2021-05-28,2050-12-22,Active,85.4,83560.8,0.8,Refinance,BR067
LOAN00157301,CUST001573,Auto,19375,14749.25884260282,0.111,72,369.78,2023-11-09,2029-10-08,Active,81.6,23250.0,0.8,Investment,BR086
LOAN00052501,CUST000525,Student,84025,66887.64435023237,0.26,120,1971.06,2020-11-16,2030-09-25,Active,62.9,,,Investment,BR038
LOAN00052502,CUST000525,Student,52217,49762.515226126314,0.26,120,1224.91,2023-11-22,2033-09-30,Active,62.9,,,Refinance,BR038
LOAN00182201,CUST001822,Personal,41607,0.0,0.209,36,1565.41,2021-10-01,2024-09-15,Paid Off,77.8,,,Investment,BR001
LOAN00042401,CUST000424,Mortgage,173181,164001.53259298878,0.01,240,796.45,2024-07-03,2044-03-20,Active,93.5,207817.19999999998,0.8,Refinance,BR057
LOAN00042402,CUST000424,Personal,30425,0.0,0.075,24,1369.11,2022-11-05,2024-10-25,Paid Off,93.5,,,Refinance,BR057
LOAN00042403,CUST000424,Student,63468,43703.55024371644,0.01,180,379.85,2020-10-21,2035-08-04,Active,93.5,,,Consolidation,BR057
LOAN00063601,CUST000636,Business,117151,93720.8,0.429,180,4195.68,2024-06-11,2039-03-25,Default,47.2,,,Purchase,BR096
LOAN00027701,CUST000277,Business,422190,322522.8904737734,0.151,120,6837.28,2021-09-05,2031-07-15,Active,79.9,,,Purchase,BR059
LOAN00175701,CUST001757,Student,82218,80268.34853284148,0.166,240,1181.03,2022-09-26,2042-06-13,Active,74.0,,,Purchase,BR001
LOAN00334501,CUST003345,Student,10598,10547.028446984361,0.29,240,256.95,2022-06-22,2042-03-09,Active,59.4,,,Refinance,BR125
LOAN00390701,CUST003907,Credit Line,7977,0.0,0.052,36,239.79,2022-01-30,2025-01-14,Paid Off,99.8,,,Investment,BR087
LOAN00390702,CUST003907,Personal,7175,0.0,0.022,48,156.29,2021-01-04,2024-12-14,Paid Off,99.8,,,Purchase,BR087
LOAN00330001,CUST003300,Personal,37734,0.0,0.05,24,1655.44,2020-11-06,2022-10-27,Paid Off,96.5,,,Investment,BR056
LOAN00320801,CUST003208,Mortgage,318097,275327.05572943215,0.011,180,1917.82,2023-06-22,2038-04-04,Active,91.1,381716.39999999997,0.8,Investment,BR016
LOAN00360701,CUST003607,Credit Line,5221,4483.352489404708,0.367,60,191.01,2024-02-19,2029-01-23,Active,62.7,,,Investment,BR038
LOAN00360702,CUST003607,Business,255167,197435.54252281468,0.297,60,8208.56,2023-09-22,2028-08-26,Active,62.7,,,Purchase,BR038
LOAN00360703,CUST003607,Student,44602,43460.2144546044,0.262,180,994.18,2022-07-27,2037-05-09,Active,62.7,,,Purchase,BR038
LOAN00253101,CUST002531,Auto,62068,41429.509135111584,0.084,36,1956.46,2024-07-27,2027-07-12,Active,84.8,74481.59999999999,0.8,Refinance,BR099
LOAN00253102,CUST002531,Personal,48201,0.0,0.149,36,1668.54,2021-04-04,2024-03-19,Paid Off,84.8,,,Purchase,BR099
LOAN00376201,CUST003762,Mortgage,329956,320843.7175715118,0.137,300,3896.3,2021-05-19,2046-01-08,Active,76.2,395947.2,0.8,Investment,BR077
LOAN00403701,CUST004037,Credit Line,40612,6965.849434635696,0.173,36,1454.0,2023-01-18,2026-01-02,Active,85.5,,,Refinance,BR016
LOAN00371401,CUST003714,Credit Line,23883,0.0,0.57,36,1397.32,2020-12-22,2023-12-07,Paid Off,38.8,,,Refinance,BR078
LOAN00371402,CUST003714,Personal,8873,0.0,0.54,48,454.2,2020-09-22,2024-09-01,Paid Off,38.8,,,Refinance,BR078
LOAN00234601,CUST002346,Student,79844,75003.23512397138,0.01,240,367.2,2024-05-04,2044-01-20,Active,95.8,,,Purchase,BR040
LOAN00077601,CUST000776,Mortgage,266279,266229.26059016754,0.371,300,8233.35,2022-12-01,2047-07-23,Active,48.7,319534.8,0.8,Investment,BR077
LOAN00077602,CUST000776,Credit Line,20515,16412.0,0.486,60,915.4,2021-08-27,2026-08-01,Default,48.7,,,Purchase,BR077
LOAN00405101,CUST004051,Student,29044,25071.65717987511,0.256,120,673.06,2021-12-19,2031-10-28,Active,63.4,,,Purchase,BR087
LOAN00405102,CUST004051,Student,52092,49999.81994400984,0.256,180,1136.74,2021-08-26,2036-06-08,Active,63.4,,,Investment,BR087
LOAN00044001,CUST000440,Personal,14849,0.0,0.229,36,574.03,2021-07-22,2024-07-06,Paid Off,75.4,,,Consolidation,BR055
LOAN00061001,CUST000610,Auto,60633,14419.945328794345,0.01,60,1036.45,2021-10-31,2026-10-05,Active,100.0,72759.59999999999,0.8,Investment,BR108
LOAN00061002,CUST000610,Student,56281,52223.94321079968,0.01,240,258.83,2024-01-30,2043-10-17,Active,100.0,,,Refinance,BR108
LOAN00348501,CUST003485,Business,400571,357963.7342469032,0.332,120,11518.08,2021-08-26,2031-07-05,Active,58.6,,,Consolidation,BR003
LOAN00237401,CUST002374,Business,177781,79295.90528971229,0.105,60,3821.21,2022-07-23,2027-06-27,Active,85.3,,,Consolidation,BR018
LOAN00237402,CUST002374,Student,35536,34016.70951463603,0.07,240,275.51,2023-12-06,2043-08-23,Active,85.3,,,Refinance,BR018
LOAN00317901,CUST003179,Student,37651,33449.81676361389,0.01,120,329.84,2024-06-20,2034-04-29,Active,93.6,,,Refinance,BR003
LOAN00317902,CUST003179,Auto,48117,9469.43274486995,0.01,36,1357.29,2023-04-09,2026-03-24,Active,93.6,57740.4,0.8,Refinance,BR003
LOAN00317903,CUST003179,Credit Line,9594,2970.343674091094,0.104,36,311.38,2023-07-10,2026-06-24,Active,93.6,,,Consolidation,BR003
LOAN00057101,CUST000571,Mortgage,78934,78275.23526370348,0.133,300,908.12,2024-02-11,2048-10-02,Active,76.7,94720.8,0.8,Purchase,BR012
LOAN00057102,CUST000571,Personal,8107,2365.9632401270933,0.218,24,419.78,2024-02-16,2026-02-05,Active,76.7,,,Investment,BR012
LOAN00321601,CUST003216,Mortgage,42245,38714.48661622787,0.01,240,194.28,2023-10-31,2043-07-18,Active,100.0,50694.0,0.8,Purchase,BR043
LOAN00321602,CUST003216,Mortgage,58509,56438.56598645829,0.01,300,220.5,2024-08-27,2049-04-18,Active,100.0,70210.8,0.8,Refinance,BR043
LOAN00332201,CUST003322,Business,386244,343508.8924463585,0.316,120,10641.4,2021-09-28,2031-08-07,Active,60.5,,,Investment,BR020
LOAN00332202,CUST003322,Auto,33556,0.0,0.291,48,1190.72,2021-09-22,2025-09-01,Paid Off,60.5,40267.2,0.8,Purchase,BR020
LOAN00205101,CUST002051,Auto,62394,50362.96698672177,0.032,72,953.59,2024-05-26,2030-04-25,Active,90.9,74872.8,0.8,Purchase,BR042
LOAN00180301,CUST001803,Personal,30174,0.0,0.327,36,1325.96,2022-03-21,2025-03-05,Paid Off,63.9,,,Investment,BR068
LOAN00263801,CUST002638,Student,15956,14131.527095725689,0.01,240,73.38,2023-02-24,2042-11-11,Active,93.1,,,Consolidation,BR026
LOAN00217701,CUST002177,Credit Line,28690,0.0,0.492,36,1538.4,2022-07-18,2025-07-02,Paid Off,48.0,,,Purchase,BR004
LOAN00303801,CUST003038,Student,51050,37817.76986961924,0.12,120,732.42,2021-10-09,2031-08-18,Active,79.4,,,Consolidation,BR001
LOAN00303802,CUST003038,Credit Line,35315,30194.031857445498,0.225,60,985.43,2024-06-28,2029-06-02,Active,79.4,,,Refinance,BR001
LOAN00201301,CUST002013,Auto,31505,25204.0,0.271,36,1287.89,2023-11-20,2026-11-04,Default,62.8,37806.0,0.8,Investment,BR003
LOAN00201302,CUST002013,Mortgage,133927,128842.15450233337,0.251,180,2870.44,2021-12-17,2036-09-29,Active,62.8,160712.4,0.8,Purchase,BR003
LOAN00201303,CUST002013,Credit Line,15145,8745.28511973243,0.366,36,698.88,2023-12-29,2026-12-13,Active,62.8,,,Purchase,BR003
LOAN00106201,CUST001062,Business,216417,204526.73804665293,0.53,60,10331.02,2024-08-11,2029-07-16,Late,35.3,,,Refinance,BR068
LOAN00357701,CUST003577,Credit Line,46252,0.0,0.375,60,1716.23,2020-09-21,2025-08-26,Paid Off,61.8,,,Purchase,BR011
LOAN00357702,CUST003577,Personal,13065,11643.73675557754,0.345,60,459.51,2024-06-09,2029-05-14,Active,61.8,,,Investment,BR011
LOAN00357703,CUST003577,Auto,75645,18922.01266444823,0.28,60,2355.27,2021-06-01,2026-05-06,Active,61.8,90774.0,0.8,Purchase,BR011
LOAN00422201,CUST004222,Business,387024,332437.0084509677,0.054,180,3141.81,2022-08-23,2037-06-05,Active,91.3,,,Consolidation,BR042
LOAN00104801,CUST001048,Mortgage,70362,70357.89096371424,0.372,360,2181.26,2021-08-22,2051-03-18,Active,48.6,84434.4,0.8,Consolidation,BR063
LOAN00104802,CUST001048,Personal,26807,22744.387494010592,0.457,60,1142.18,2023-10-31,2028-10-04,Active,48.6,,,Investment,BR063
LOAN00104803,CUST001048,Credit Line,47842,38273.6,0.487,60,2138.11,2024-04-19,2029-03-24,Default,48.6,,,Consolidation,BR063
LOAN00143901,CUST001439,Credit Line,31286,17013.769967695633,0.177,24,1557.39,2024-08-12,2026-08-02,Active,85.1,,,Refinance,BR005
LOAN00143902,CUST001439,Credit Line,7621,1564.4794382871983,0.177,36,274.37,2023-02-19,2026-02-03,Active,85.1,,,Investment,BR005
LOAN00205601,CUST002056,Mortgage,842316,837303.7179905756,0.258,240,18220.29,2023-01-09,2042-09-26,Active,62.0,1010779.2,0.8,Purchase,BR038
LOAN00417001,CUST004170,Business,329525,323668.6187242621,0.287,180,7994.69,2022-11-16,2037-08-29,Active,63.9,,,Investment,BR117
LOAN00102101,CUST001021,Credit Line,35218,0.0,0.172,48,1019.86,2021-07-23,2025-07-02,Paid Off,85.6,,,Refinance,BR001
LOAN00334101,CUST003341,Business,97214,81198.87056783811,0.075,120,1153.95,2023-06-05,2033-04-13,Active,88.8,,,Consolidation,BR016
LOAN00145501,CUST001455,Business,315891,204977.64229561182,0.096,120,4104.87,2021-01-16,2030-11-25,Active,86.4,,,Purchase,BR039
LOAN00237301,CUST002373,Business,74495,59133.44019343029,0.156,120,1229.38,2021-12-22,2031-10-31,Active,79.3,,,Refinance,BR096
LOAN00237302,CUST002373,Mortgage,97975,96129.24938645514,0.111,360,940.45,2021-12-28,2051-07-24,Active,79.3,117570.0,0.8,Investment,BR096
LOAN00237303,CUST002373,Personal,20890,12934.5331676373,0.196,60,548.82,2023-02-17,2028-01-22,Active,79.3,,,Investment,BR096
LOAN00198801,CUST001988,Student,38646,33444.13647817456,0.068,240,295.0,2020-11-12,2040-07-30,Active,85.5,,,Purchase,BR068
LOAN00454401,CUST004544,Mortgage,426337,425418.26518406253,0.225,360,8003.79,2021-03-03,2050-09-27,Active,65.9,511604.39999999997,0.8,Refinance,BR086
LOAN00454402,CUST004544,Personal,15704,11621.978681091767,0.31,60,517.77,2023-07-03,2028-06-06,Late,65.9,,,Purchase,BR086
LOAN00365101,CUST003651,Personal,47142,0.0,0.159,48,1333.6,2020-11-18,2024-10-28,Paid Off,83.6,,,Purchase,BR020
LOAN00022901,CUST000229,Business,420447,415617.25838267076,0.288,180,10233.96,2023-07-26,2038-05-08,Late,63.8,,,Refinance,BR043
LOAN00448701,CUST004487,Student,22158,19502.657887340356,0.082,240,188.11,2020-10-18,2040-07-05,Active,83.9,,,Refinance,BR096
LOAN00288501,CUST002885,Business,108621,107843.23654309775,0.53,120,4824.41,2024-01-28,2033-12-06,Active,35.3,,,Refinance,BR001
LOAN00040601,CUST000406,Mortgage,164932,156668.87882122322,0.042,360,806.55,2022-11-16,2052-06-11,Active,87.4,197918.4,0.8,Consolidation,BR018
LOAN00441901,CUST004419,Business,319753,0.0,0.233,60,9069.19,2020-09-18,2025-08-23,Paid Off,70.2,,,Refinance,BR067
LOAN00441902,CUST004419,Business,155441,151335.9384034729,0.233,180,3115.93,2023-02-01,2037-11-14,Active,70.2,,,Investment,BR067
LOAN00295201,CUST002952,Personal,42170,27863.241628991298,0.104,60,904.31,2023-08-18,2028-07-22,Active,90.1,,,Investment,BR003
LOAN00459901,CUST004599,Mortgage,363479,358052.6845587656,0.072,360,2467.25,2024-02-20,2053-09-15,Active,83.9,436174.8,0.8,Refinance,BR075
LOAN00346801,CUST003468,Personal,41585,27352.568275940095,0.201,48,1267.66,2023-11-30,2027-11-09,Active,78.7,,,Consolidation,BR007
LOAN00421901,CUST004219,Credit Line,26782,0.0,0.202,24,1365.71,2023-07-08,2025-06-27,Paid Off,82.1,,,Investment,BR001
LOAN00048701,CUST000487,Student,50663,47703.758477243144,0.242,120,1124.1,2023-09-26,2033-08-04,Active,65.1,,,Purchase,BR006
LOAN00048702,CUST000487,Business,236620,231782.7464132803,0.277,180,5553.3,2022-09-24,2037-07-07,Active,65.1,,,Consolidation,BR006
LOAN00048703,CUST000487,Student,89227,88140.17744881118,0.242,240,1814.47,2021-11-28,2041-08-15,Active,65.1,,,Investment,BR006
LOAN00176901,CUST001769,Auto,18090,7105.372228762976,0.137,60,418.11,2022-03-30,2027-03-04,Active,78.6,21708.0,0.8,Refinance,BR014
LOAN00176902,CUST001769,Student,43839,42313.48452880644,0.127,240,504.27,2023-01-03,2042-09-20,Active,78.6,,,Investment,BR014
LOAN00176903,CUST001769,Mortgage,2561858,2464821.2142814887,0.117,180,30253.89,2024-03-17,2038-12-29,Active,78.6,3074229.6,0.8,Consolidation,BR014
LOAN00057201,CUST000572,Personal,12337,0.0,0.02,24,524.82,2021-05-19,2023-05-09,Paid Off,100.0,,,Purchase,BR086
