account_id,customer_id,account_type,balance,credit_limit,interest_rate,account_status,open_date,last_activity_date,branch_id
ACC00064002,CUST000640,Savings,294,,0.036,Active,2021-12-06,2025-04-08,BR031
ACC00064101,CUST000641,Money Market,22622,,0.0218,Active,2018-11-18,2024-09-29,BR077
ACC00064201,CUST000642,Money Market,4277,,0.0193,Active,2019-11-10,2024-12-15,BR059
ACC00064301,CUST000643,Checking,789,,0.0,Closed,2024-02-08,2024-11-07,BR063
ACC00064302,CUST000643,Savings,3719,,0.0167,Active,2024-02-13,2025-07-28,BR063
ACC00064401,CUST000644,Credit Card,-7942,48519.0,0.1638,Frozen,2021-10-25,2025-04-26,BR017
ACC00064402,CUST000644,Credit Card,-965,46193.0,0.2047,Active,2021-10-27,2025-02-28,BR017
ACC00064501,CUST000645,Savings,189,,0.0244,Active,2016-09-02,2025-03-18,BR030
ACC00064502,CUST000645,Savings,617,,0.0431,Active,2016-09-08,2024-11-16,BR030
ACC00064601,CUST000646,Checking,14997,,0.0,Active,2021-06-15,2025-06-22,BR012
ACC00064602,CUST000646,Savings,13561,,0.0314,Active,2021-05-20,2025-02-20,BR012
ACC00064603,CUST000646,Credit Card,-647,24847.0,0.1529,Active,2021-05-27,2025-05-09,BR012
ACC00064701,CUST000647,Checking,14147,,0.0,Active,2017-03-19,2025-01-01,BR017
ACC00064702,CUST000647,Checking,3167,,0.0,Active,2017-03-30,2024-09-30,BR017
ACC00064703,CUST000647,CD,21907,,0.0385,Active,2017-03-17,2024-11-30,BR017
ACC00064801,CUST000648,CD,3544,,0.0388,Active,2025-08-21,2025-06-23,BR053
ACC00064901,CUST000649,Checking,22898,,0.0,Active,2024-03-24,2025-08-04,BR063
ACC00064902,CUST000649,Money Market,18719,,0.0241,Active,2024-04-06,2025-05-12,BR063
ACC00065001,CUST000650,CD,19570,,0.0274,Active,2018-10-22,2025-04-30,BR096
ACC00065101,CUST000651,Credit Card,-1599,42337.0,0.2157,Active,2021-10-29,2025-05-20,BR001
ACC00065102,CUST000651,Money Market,2835,,0.0279,Active,2021-11-14,2025-07-30,BR001
ACC00065103,CUST000651,Credit Card,-315,42597.0,0.1798,Active,2021-11-14,2025-03-12,BR001
ACC00065201,CUST000652,Checking,9075,,0.0,Active,2021-10-12,2024-09-21,BR003
ACC00065202,CUST000652,Credit Card,-2365,5092.0,0.2414,Active,2021-09-28,2025-07-17,BR003
ACC00065301,CUST000653,Money Market,53944,,0.0379,Closed,2022-11-10,2025-02-25,BR096
ACC00065302,CUST000653,CD,70912,,0.0276,Closed,2022-11-23,2025-02-09,BR096
ACC00065401,CUST000654,Checking,4887,,0.0,Active,2023-08-01,2025-08-28,BR042
ACC00065402,CUST000654,Money Market,1158,,0.0207,Active,2023-07-17,2024-11-07,BR042
ACC00065501,CUST000655,Checking,22639,,0.0,Active,2016-10-02,2025-08-03,BR034
ACC00065502,CUST000655,Checking,84480,,0.0,Active,2016-09-21,2024-10-29,BR034
ACC00065601,CUST000656,Checking,15740,,0.0,Active,2024-11-25,2025-05-25,BR059
ACC00065602,CUST000656,Money Market,11849,,0.013,Active,2024-12-10,2025-06-13,BR059
ACC00065603,CUST000656,CD,16292,,0.0403,Active,2024-11-13,2024-11-16,BR059
ACC00065701,CUST000657,Savings,29997,,0.0366,Active,2019-07-04,2025-01-04,BR001
ACC00065702,CUST000657,Checking,42975,,0.0,Active,2019-07-09,2025-02-01,BR001
ACC00065801,CUST000658,Money Market,8536,,0.0222,Active,2023-08-12,2025-05-12,BR108
ACC00065802,CUST000658,Savings,15431,,0.0284,Active,2023-07-31,2025-03-23,BR108
ACC00065901,CUST000659,Money Market,7212,,0.0391,Active,2019-08-07,2025-05-26,BR066
ACC00065902,CUST000659,Credit Card,-5211,39538.0,0.2144,Active,2019-08-11,2024-11-30,BR066
ACC00066001,CUST000660,Credit Card,-1073,37964.0,0.2056,Active,2017-02-21,2025-02-01,BR001
ACC00066002,CUST000660,Savings,3055,,0.0384,Active,2017-02-11,2025-06-03,BR001
ACC00066003,CUST000660,Savings,3856,,0.0483,Active,2017-02-15,2025-06-12,BR001
ACC00066101,CUST000661,Credit Card,-220,42197.0,0.2225,Active,2020-04-05,2024-11-08,BR039
ACC00066102,CUST000661,CD,230,,0.0165,Active,2020-04-11,2025-01-17,BR039
ACC00066103,CUST000661,Money Market,345,,0.0458,Active,2020-04-02,2025-04-11,BR039
ACC00066104,CUST000661,Savings,4813,,0.0301,Closed,2020-04-04,2024-10-10,BR039
ACC00066201,CUST000662,CD,7404,,0.0386,Active,2019-05-07,2025-01-28,BR158
ACC00066202,CUST000662,Credit Card,-3146,19755.0,0.2034,Active,2019-04-20,2024-10-20,BR158
ACC00066203,CUST000662,Savings,23194,,0.0282,Active,2019-04-30,2025-05-18,BR158
ACC00066301,CUST000663,Credit Card,-2614,48371.0,0.2259,Active,2017-05-12,2025-01-18,BR014
ACC00066401,CUST000664,Money Market,1172,,0.0384,Frozen,2020-09-08,2025-08-21,BR075
ACC00066501,CUST000665,Checking,4630,,0.0,Active,2022-04-01,2025-05-10,BR006
ACC00066601,CUST000666,Credit Card,-1354,30751.0,0.1905,Active,2016-08-05,2025-08-31,BR087
ACC00066701,CUST000667,Savings,3977,,0.02,Active,2021-06-24,2025-05-15,BR007
ACC00066801,CUST000668,Savings,8689,,0.0443,Active,2020-11-21,2025-01-03,BR020
ACC00066802,CUST000668,Checking,13793,,0.0,Active,2020-11-13,2025-05-14,BR020
ACC00066901,CUST000669,Savings,563,,0.0441,Inactive,2020-12-31,2025-07-04,BR016
ACC00066902,CUST000669,CD,1692,,0.0198,Inactive,2021-01-11,2025-05-12,BR016
ACC00067001,CUST000670,Checking,4823,,0.0,Active,2019-08-16,2024-12-16,BR068
ACC00067002,CUST000670,Savings,4010,,0.025,Active,2019-08-30,2025-04-27,BR068
ACC00067003,CUST000670,Savings,9369,,0.0453,Frozen,2019-08-18,2025-01-17,BR068
ACC00067101,CUST000671,Savings,3504,,0.0185,Active,2025-07-17,2024-09-04,BR038
ACC00067102,CUST000671,Credit Card,-1718,12924.0,0.2387,Active,2025-07-18,2025-05-03,BR038
ACC00067201,CUST000672,Money Market,3863,,0.0113,Active,2024-04-15,2024-11-12,BR066
ACC00067301,CUST000673,Money Market,3080,,0.0245,Active,2022-10-23,2025-05-02,BR003
ACC00067302,CUST000673,Checking,2610,,0.0,Active,2022-10-07,2025-02-23,BR003
ACC00067303,CUST000673,Money Market,2479,,0.0474,Active,2022-10-03,2024-09-26,BR003
ACC00067401,CUST000674,Checking,4448,,0.0,Active,2019-01-27,2025-05-13,BR001
ACC00067402,CUST000674,Money Market,9688,,0.0456,Active,2019-01-21,2025-08-22,BR001
ACC00067501,CUST000675,Money Market,84400,,0.0233,Active,2016-04-22,2025-01-14,BR031
ACC00067502,CUST000675,Money Market,31849,,0.0406,Active,2016-04-04,2025-07-08,BR031
ACC00067601,CUST000676,Credit Card,-4903,12772.0,0.2356,Active,2020-08-21,2025-05-04,BR066
ACC00067602,CUST000676,Money Market,13404,,0.0195,Active,2020-07-31,2025-07-05,BR066
ACC00067603,CUST000676,Money Market,3444,,0.0165,Active,2020-07-31,2025-08-05,BR066
ACC00067701,CUST000677,Checking,14365,,0.0,Active,2021-07-05,2025-05-07,BR013
ACC00067702,CUST000677,CD,22026,,0.0344,Active,2021-07-25,2025-01-11,BR013
ACC00067703,CUST000677,Money Market,22647,,0.0255,Active,2021-07-02,2024-09-12,BR013
ACC00067801,CUST000678,Credit Card,-2052,29977.0,0.1674,Inactive,2024-07-27,2025-02-15,BR066
ACC00067802,CUST000678,Savings,2747,,0.0186,Inactive,2024-08-11,2025-03-07,BR066
ACC00067901,CUST000679,Credit Card,-8655,33495.0,0.1875,Active,2016-06-30,2024-10-06,BR025
ACC00067902,CUST000679,Credit Card,-1475,16719.0,0.2354,Inactive,2016-06-11,2025-01-31,BR025
ACC00068001,CUST000680,CD,2689,,0.0424,Active,2024-10-03,2025-07-29,BR067
ACC00068002,CUST000680,Money Market,716,,0.0419,Active,2024-10-02,2024-11-26,BR067
ACC00068003,CUST000680,Money Market,4033,,0.0453,Active,2024-09-30,2024-11-09,BR067
ACC00068004,CUST000680,Savings,499,,0.0236,Active,2024-10-09,2024-12-22,BR067
ACC00068101,CUST000681,Credit Card,-1065,22252.0,0.224,Active,2017-05-06,2024-12-28,BR028
ACC00068102,CUST000681,Checking,24731,,0.0,Active,2017-05-20,2025-01-05,BR028
ACC00068201,CUST000682,Checking,5597,,0.0,Active,2022-04-25,2025-06-04,BR001
ACC00068202,CUST000682,CD,10825,,0.0462,Active,2022-04-24,2025-06-01,BR001
ACC00068203,CUST000682,CD,18533,,0.0356,Active,2022-05-13,2025-02-02,BR001
ACC00068301,CUST000683,CD,1476,,0.0223,Inactive,2025-02-06,2025-03-07,BR003
ACC00068401,CUST000684,Checking,21830,,0.0,Active,2019-02-12,2025-08-20,BR087
ACC00068402,CUST000684,Money Market,21706,,0.0266,Active,2019-02-23,2025-03-27,BR087
ACC00068501,CUST000685,CD,20344,,0.0256,Active,2021-07-20,2025-01-25,BR126
ACC00068502,CUST000685,Checking,13373,,0.0,Active,2021-07-22,2025-06-11,BR126
ACC00068601,CUST000686,Credit Card,-13540,16882.0,0.225,Active,2021-06-13,2025-06-09,BR016
ACC00068602,CUST000686,Money Market,89578,,0.0141,Active,2021-06-09,2025-06-29,BR016
ACC00068701,CUST000687,Savings,623,,0.0308,Active,2017-08-09,2025-03-19,BR050
ACC00068702,CUST000687,Credit Card,-98,23162.0,0.1509,Closed,2017-07-27,2024-09-19,BR050
ACC00068703,CUST000687,Money Market,3686,,0.0133,Active,2017-08-12,2025-02-22,BR050
ACC00068704,CUST000687,Checking,938,,0.0,Inactive,2017-07-28,2025-02-16,BR050
ACC00068801,CUST000688,Savings,11434,,0.0101,Active,2017-09-27,2025-01-24,BR013
ACC00068802,CUST000688,Savings,3667,,0.0266,Active,2017-09-04,2024-11-05,BR013
ACC00068901,CUST000689,Money Market,2726,,0.0175,Active,2015-12-27,2024-10-23,BR006
ACC00068902,CUST000689,Savings,19281,,0.0471,Active,2015-12-31,2025-07-26,BR006
ACC00068903,CUST000689,Credit Card,-6465,34517.0,0.2462,Closed,2016-01-01,2024-10-21,BR006
ACC00069001,CUST000690,Savings,4696,,0.047,Closed,2023-10-26,2025-01-04,BR096
ACC00069101,CUST000691,Credit Card,-2619,18319.0,0.2248,Active,2021-07-21,2025-05-12,BR030
ACC00069102,CUST000691,Credit Card,-4620,25374.0,0.1537,Active,2021-07-16,2025-05-20,BR030
ACC00069103,CUST000691,Credit Card,-24997,25951.0,0.2118,Active,2021-07-28,2025-04-01,BR030
ACC00069201,CUST000692,CD,17556,,0.045,Active,2017-02-06,2025-05-21,BR104
ACC00069301,CUST000693,Checking,3020,,0.0,Active,2025-05-15,2024-11-07,BR011
ACC00069302,CUST000693,Checking,10368,,0.0,Active,2025-04-27,2025-08-20,BR011
ACC00069303,CUST000693,Money Market,9837,,0.0155,Active,2025-05-07,2025-03-04,BR011
ACC00069401,CUST000694,Checking,94100,,0.0,Active,2015-12-14,2025-04-13,BR012
ACC00069501,CUST000695,Savings,4100,,0.0168,Active,2017-09-15,2024-12-16,BR011
ACC00069502,CUST000695,Credit Card,-138,48081.0,0.248,Inactive,2017-09-11,2025-06-15,BR011
ACC00069503,CUST000695,Money Market,1489,,0.0308,Active,2017-09-22,2025-07-23,BR011
ACC00069601,CUST000696,Money Market,20627,,0.0383,Active,2019-03-21,2025-08-20,BR117
ACC00069602,CUST000696,Money Market,15973,,0.049,Inactive,2019-03-23,2025-02-24,BR117
ACC00069701,CUST000697,CD,23856,,0.0275,Active,2022-07-09,2025-04-29,BR001
ACC00069702,CUST000697,CD,24013,,0.0406,Inactive,2022-06-27,2025-01-01,BR001
ACC00069801,CUST000698,Savings,360920,,0.0192,Active,2019-02-26,2025-08-21,BR013
ACC00069802,CUST000698,Money Market,311573,,0.0291,Active,2019-03-03,2024-09-04,BR013
ACC00069901,CUST000699,Credit Card,-8759,14695.0,0.189,Active,2018-06-17,2024-10-23,BR009
ACC00069902,CUST000699,Checking,16369,,0.0,Active,2018-06-13,2024-10-17,BR009
ACC00069903,CUST000699,Checking,2322,,0.0,Active,2018-06-15,2025-01-18,BR009
ACC00070001,CUST000700,Credit Card,-619,18864.0,0.223,Active,2016-05-20,2024-09-22,BR053
ACC00070002,CUST000700,Checking,2692,,0.0,Active,2016-05-03,2025-04-07,BR053
ACC00070003,CUST000700,Money Market,1983,,0.0328,Active,2016-05-10,2025-01-15,BR053
ACC00070101,CUST000701,Money Market,15209,,0.0397,Active,2023-01-11,2024-08-31,BR038
ACC00070102,CUST000701,Savings,18391,,0.0242,Active,2023-01-01,2025-08-06,BR038
ACC00070201,CUST000702,CD,21282,,0.0353,Active,2023-05-07,2025-05-25,BR026
ACC00070202,CUST000702,CD,24484,,0.0106,Inactive,2023-05-14,2025-07-31,BR026
ACC00070203,CUST000702,CD,7929,,0.0243,Active,2023-05-16,2025-08-22,BR026
ACC00070301,CUST000703,CD,3317,,0.0107,Active,2019-03-24,2025-02-18,BR015
ACC00070302,CUST000703,Money Market,770,,0.0419,Active,2019-03-11,2024-09-14,BR015
ACC00070303,CUST000703,Checking,825,,0.0,Active,2019-03-25,2025-05-24,BR015
ACC00070304,CUST000703,Money Market,1161,,0.0256,Active,2019-03-30,2025-04-25,BR015
ACC00070401,CUST000704,Savings,3210,,0.0224,Active,2020-09-07,2024-10-13,BR001
ACC00070402,CUST000704,Money Market,950,,0.0311,Closed,2020-09-15,2025-05-22,BR001
ACC00070501,CUST000705,Savings,10090,,0.0238,Active,2019-07-21,2024-11-12,BR015
ACC00070502,CUST000705,Checking,17440,,0.0,Active,2019-07-23,2025-08-25,BR015
ACC00070503,CUST000705,Credit Card,-3836,22079.0,0.1905,Active,2019-07-19,2025-04-22,BR015
ACC00070601,CUST000706,Money Market,6160,,0.042,Active,2018-09-19,2025-08-08,BR056
ACC00070602,CUST000706,Savings,16421,,0.0409,Active,2018-09-23,2025-01-25,BR056
ACC00070603,CUST000706,Credit Card,-311,30311.0,0.2223,Active,2018-09-12,2025-05-09,BR056
ACC00070604,CUST000706,Money Market,11575,,0.0283,Active,2018-09-06,2025-04-18,BR056
ACC00070701,CUST000707,CD,2164,,0.0324,Active,2025-01-03,2025-06-05,BR002
ACC00070702,CUST000707,Money Market,1367,,0.0232,Active,2024-12-16,2025-05-31,BR002
ACC00070801,CUST000708,Savings,11844,,0.0475,Active,2023-11-27,2025-08-06,BR040
ACC00070901,CUST000709,Credit Card,-9517,28479.0,0.1958,Active,2020-06-10,2025-08-03,BR005
ACC00070902,CUST000709,Checking,93144,,0.0,Active,2020-06-13,2025-03-04,BR005
ACC00071001,CUST000710,CD,2759,,0.0409,Active,2024-05-20,2024-09-28,BR125
ACC00071002,CUST000710,Savings,4034,,0.0336,Inactive,2024-05-13,2025-01-06,BR125
ACC00071003,CUST000710,Savings,2342,,0.0325,Inactive,2024-05-17,2025-01-29,BR125
ACC00071101,CUST000711,CD,11739,,0.0451,Active,2021-03-10,2025-07-05,BR001
ACC00071201,CUST000712,Credit Card,-16264,17698.0,0.2179,Active,2019-11-15,2025-08-21,BR068
ACC00071202,CUST000712,Credit Card,-1728,10319.0,0.156,Active,2019-11-04,2025-03-22,BR068
ACC00071301,CUST000713,Credit Card,-2205,3493.0,0.1938,Active,2023-03-09,2025-02-26,BR039
ACC00071302,CUST000713,Credit Card,-734,23445.0,0.207,Active,2023-03-10,2025-08-15,BR039
ACC00071401,CUST000714,Savings,2417,,0.0157,Active,2020-05-26,2024-09-12,BR013
ACC00071402,CUST000714,Money Market,3948,,0.0456,Inactive,2020-05-15,2025-05-16,BR013
ACC00071403,CUST000714,Credit Card,-141,47344.0,0.2493,Active,2020-05-29,2024-11-14,BR013
ACC00071404,CUST000714,Credit Card,-768,47231.0,0.1748,Active,2020-05-13,2025-02-11,BR013
ACC00071501,CUST000715,Credit Card,-854,5608.0,0.1812,Frozen,2016-07-05,2025-05-30,BR056
ACC00071601,CUST000716,CD,6491,,0.0109,Active,2016-03-10,2025-03-13,BR099
ACC00071701,CUST000717,Credit Card,-288,2469.0,0.1898,Active,2023-07-04,2024-12-29,BR057
ACC00071702,CUST000717,Savings,2258,,0.0454,Active,2023-06-29,2025-03-08,BR057
ACC00071703,CUST000717,Checking,4418,,0.0,Closed,2023-07-16,2025-02-03,BR057
ACC00071801,CUST000718,CD,18222,,0.0298,Active,2021-11-05,2025-02-10,BR086
ACC00071802,CUST000718,Savings,18081,,0.0172,Active,2021-11-03,2025-03-03,BR086
ACC00071803,CUST000718,Money Market,20766,,0.0457,Closed,2021-10-28,2024-11-19,BR086
ACC00071901,CUST000719,Savings,4258,,0.0116,Active,2017-05-26,2025-02-04,BR006
ACC00071902,CUST000719,Credit Card,-246,6572.0,0.2304,Active,2017-06-17,2025-08-31,BR006
ACC00071903,CUST000719,CD,495,,0.0497,Active,2017-05-29,2024-09-24,BR006
ACC00071904,CUST000719,Savings,600,,0.0302,Active,2017-06-03,2025-04-08,BR006
ACC00072001,CUST000720,Money Market,2404,,0.0135,Active,2023-11-20,2025-04-09,BR028
ACC00072101,CUST000721,Money Market,180967,,0.0268,Active,2021-12-22,2025-05-23,BR006
ACC00072102,CUST000721,CD,78427,,0.0366,Active,2021-12-18,2024-09-13,BR006
ACC00072201,CUST000722,Checking,21658,,0.0,Active,2017-03-26,2025-05-13,BR056
ACC00072202,CUST000722,Savings,3856,,0.0189,Frozen,2017-04-05,2025-06-14,BR056
ACC00072301,CUST000723,Credit Card,-791,48917.0,0.1658,Active,2016-07-31,2025-05-22,BR067
ACC00072302,CUST000723,Checking,2029,,0.0,Inactive,2016-07-20,2025-08-26,BR067
ACC00072303,CUST000723,Savings,14615,,0.0294,Active,2016-07-25,2025-05-31,BR067
ACC00072401,CUST000724,CD,4185,,0.0476,Closed,2019-08-18,2025-08-05,BR012
ACC00072402,CUST000724,CD,3826,,0.0196,Active,2019-08-06,2025-03-10,BR012
ACC00072501,CUST000725,Money Market,3836,,0.0251,Active,2021-10-20,2025-01-17,BR039
ACC00072502,CUST000725,Money Market,2547,,0.0232,Active,2021-11-06,2025-07-30,BR039
ACC00072601,CUST000726,Checking,1804,,0.0,Closed,2023-05-31,2024-09-06,BR104
ACC00072602,CUST000726,Credit Card,-314,22680.0,0.2306,Active,2023-06-14,2025-08-07,BR104
ACC00072701,CUST000727,Money Market,7620,,0.0243,Inactive,2023-02-08,2025-05-08,BR086
ACC00072702,CUST000727,Checking,4534,,0.0,Active,2023-02-13,2024-12-23,BR086
ACC00072703,CUST000727,Checking,5578,,0.0,Active,2023-01-28,2024-11-20,BR086
ACC00072801,CUST000728,Credit Card,-587,21652.0,0.1871,Active,2022-04-14,2024-09-14,BR020
ACC00072802,CUST000728,Checking,4502,,0.0,Active,2022-04-26,2024-09-12,BR020
ACC00072901,CUST000729,Savings,7296,,0.0376,Active,2022-01-12,2025-06-28,BR096
ACC00072902,CUST000729,Checking,7742,,0.0,Active,2022-01-17,2024-11-15,BR096
ACC00072903,CUST000729,Checking,11201,,0.0,Active,2022-01-26,2024-10-01,BR096
ACC00072904,CUST000729,Credit Card,-2755,49936.0,0.2285,Active,2022-01-20,2025-04-03,BR096
ACC00073001,CUST000730,Checking,5694,,0.0,Closed,2023-01-04,2025-04-04,BR117
ACC00073002,CUST000730,Money Market,1568,,0.0273,Inactive,2023-01-17,2025-02-02,BR117
ACC00073101,CUST000731,CD,1465,,0.0254,Active,2020-04-18,2025-05-26,BR086
ACC00073102,CUST000731,Checking,11480,,0.0,Active,2020-04-29,2025-05-03,BR086
ACC00073201,CUST000732,Checking,2532,,0.0,Active,2017-01-27,2024-10-26,BR040
ACC00073202,CUST000732,Credit Card,-894,11301.0,0.1607,Active,2017-02-16,2025-04-17,BR040
ACC00073301,CUST000733,CD,10360,,0.0325,Active,2021-06-05,2025-01-22,BR067
ACC00073302,CUST000733,Money Market,22656,,0.0154,Active,2021-06-20,2024-12-25,BR067
ACC00073401,CUST000734,Credit Card,-2041,4573.0,0.1674,Active,2016-10-04,2025-01-30,BR012
ACC00073501,CUST000735,Checking,15312,,0.0,Active,2024-06-27,2025-01-07,BR066
ACC00073502,CUST000735,Money Market,16662,,0.0467,Active,2024-06-20,2025-03-01,BR066
ACC00073601,CUST000736,Savings,375,,0.0163,Active,2023-04-30,2025-06-03,BR166
ACC00073602,CUST000736,Money Market,4255,,0.0348,Active,2023-04-21,2025-02-23,BR166
ACC00073603,CUST000736,CD,1014,,0.0164,Closed,2023-04-24,2025-04-13,BR166
ACC00073701,CUST000737,Savings,18596,,0.0206,Active,2024-08-13,2025-08-03,BR031
ACC00073702,CUST000737,Credit Card,-1386,39780.0,0.217,Active,2024-08-15,2025-04-26,BR031
ACC00073801,CUST000738,Credit Card,-4942,24477.0,0.2452,Active,2017-01-25,2024-11-04,BR126
ACC00073901,CUST000739,Money Market,4870,,0.0127,Active,2021-01-26,2025-01-23,BR075
ACC00073902,CUST000739,Credit Card,-642,26793.0,0.2157,Active,2021-01-13,2024-08-31,BR075
ACC00074001,CUST000740,Money Market,15174,,0.0201,Active,2020-08-21,2024-09-14,BR053
ACC00074002,CUST000740,Savings,8807,,0.043,Active,2020-08-11,2025-05-23,BR053
ACC00074003,CUST000740,Checking,9448,,0.0,Active,2020-08-13,2025-01-03,BR053
ACC00074101,CUST000741,Money Market,32265,,0.0221,Active,2016-03-22,2025-05-26,BR042
ACC00074102,CUST000741,Credit Card,-16237,36280.0,0.1865,Active,2016-03-26,2024-09-19,BR042
ACC00074103,CUST000741,CD,11223,,0.0415,Active,2016-04-03,2024-09-29,BR042
ACC00074201,CUST000742,Credit Card,-1560,32986.0,0.2099,Active,2018-04-18,2025-02-04,BR001
ACC00074301,CUST000743,Checking,1123,,0.0,Active,2016-06-04,2024-10-12,BR057
ACC00074302,CUST000743,Money Market,3178,,0.0281,Closed,2016-05-08,2024-11-01,BR057
ACC00074401,CUST000744,Credit Card,-3743,28755.0,0.199,Active,2016-08-10,2025-03-14,BR026
ACC00074402,CUST000744,Money Market,2456,,0.0397,Active,2016-08-15,2024-09-26,BR026
ACC00074501,CUST000745,Credit Card,-456,4754.0,0.2297,Active,2022-09-25,2025-05-17,BR050
ACC00074601,CUST000746,Checking,16120,,0.0,Closed,2016-10-26,2025-08-22,BR025
ACC00074602,CUST000746,Checking,21815,,0.0,Active,2016-10-26,2024-09-10,BR025
ACC00074701,CUST000747,Savings,2310,,0.038,Active,2023-08-08,2025-01-08,BR125
ACC00074702,CUST000747,Checking,2133,,0.0,Active,2023-07-29,2025-06-14,BR125
ACC00074703,CUST000747,CD,900,,0.0189,Active,2023-08-04,2025-07-18,BR125
ACC00074704,CUST000747,Checking,4092,,0.0,Active,2023-08-13,2025-04-13,BR125
ACC00074801,CUST000748,Credit Card,-359,26253.0,0.2385,Active,2024-01-15,2024-09-03,BR020
ACC00074802,CUST000748,CD,11604,,0.0437,Active,2024-01-19,2025-05-18,BR020
ACC00074901,CUST000749,Money Market,10456,,0.0359,Active,2023-12-16,2025-05-25,BR056
ACC00074902,CUST000749,Credit Card,-10922,14187.0,0.2369,Active,2023-12-18,2024-11-07,BR056
ACC00074903,CUST000749,Credit Card,-4013,46040.0,0.2399,Active,2023-12-04,2025-04-03,BR056
ACC00074904,CUST000749,Checking,12634,,0.0,Active,2023-12-15,2025-02-24,BR056
ACC00075001,CUST000750,Checking,14857,,0.0,Inactive,2025-08-05,2024-10-17,BR153
ACC00075101,CUST000751,CD,4368,,0.0474,Active,2016-06-17,2025-05-17,BR099
ACC00075201,CUST000752,Money Market,3037,,0.0397,Active,2016-09-07,2024-12-17,BR091
ACC00075202,CUST000752,Money Market,3088,,0.0434,Active,2016-09-25,2024-11-30,BR091
ACC00075301,CUST000753,CD,3652,,0.0444,Active,2022-07-13,2024-12-10,BR067
ACC00075401,CUST000754,Credit Card,-4940,3827.0,0.2066,Active,2024-06-04,2024-10-13,BR075
ACC00075402,CUST000754,Savings,13714,,0.02,Active,2024-06-11,2025-03-23,BR075
ACC00075403,CUST000754,Checking,12194,,0.0,Active,2024-06-09,2025-01-28,BR075
ACC00075501,CUST000755,Money Market,11275,,0.0148,Closed,2025-02-01,2024-10-22,BR012
ACC00075502,CUST000755,Checking,3351,,0.0,Active,2025-01-26,2024-12-15,BR012
ACC00075503,CUST000755,Savings,20235,,0.0234,Inactive,2025-01-25,2024-10-13,BR012
ACC00075601,CUST000756,Savings,1178,,0.0204,Active,2023-06-15,2025-08-04,BR034
ACC00075602,CUST000756,Checking,4284,,0.0,Active,2023-06-08,2025-07-10,BR034
ACC00075701,CUST000757,Money Market,13940,,0.0343,Active,2023-12-19,2025-08-10,BR042
ACC00075702,CUST000757,Credit Card,-333,10523.0,0.2141,Active,2023-12-30,2025-07-15,BR042
ACC00075801,CUST000758,Credit Card,-6927,49436.0,0.2392,Frozen,2020-08-29,2025-03-08,BR068
ACC00075802,CUST000758,CD,19996,,0.0294,Active,2020-08-21,2025-07-16,BR068
ACC00075901,CUST000759,Credit Card,-8314,42122.0,0.2107,Active,2021-07-29,2025-05-20,BR001
ACC00075902,CUST000759,Savings,3794,,0.0329,Active,2021-08-14,2025-05-08,BR001
ACC00076001,CUST000760,Savings,2915,,0.0239,Active,2017-11-09,2024-10-14,BR028
ACC00076002,CUST000760,Checking,9515,,0.0,Closed,2017-11-16,2025-01-23,BR028
ACC00076003,CUST000760,Savings,13736,,0.0328,Frozen,2017-11-20,2025-03-22,BR028
ACC00076101,CUST000761,Savings,144597,,0.0405,Active,2025-05-24,2024-11-27,BR057
ACC00076102,CUST000761,Credit Card,-2574,28653.0,0.175,Active,2025-05-05,2024-09-12,BR057
ACC00076201,CUST000762,Checking,4948,,0.0,Active,2020-03-23,2024-10-23,BR004
ACC00076301,CUST000763,CD,10226,,0.0262,Active,2023-01-19,2024-10-11,BR103
ACC00076302,CUST000763,Checking,4624,,0.0,Active,2023-01-05,2025-03-15,BR103
ACC00076401,CUST000764,CD,1769,,0.0489,Active,2018-06-08,2024-11-22,BR009
ACC00076402,CUST000764,Credit Card,-292,33925.0,0.2362,Active,2018-05-22,2024-11-16,BR009
ACC00076501,CUST000765,CD,23353,,0.0361,Active,2023-03-25,2024-10-31,BR059
ACC00076502,CUST000765,Credit Card,-5466,23668.0,0.1726,Active,2023-03-11,2025-06-04,BR059
ACC00076503,CUST000765,Checking,14764,,0.0,Active,2023-03-24,2025-02-04,BR059
ACC00076504,CUST000765,Savings,6694,,0.0177,Active,2023-03-12,2025-02-26,BR059
ACC00076601,CUST000766,Savings,12413,,0.0267,Active,2020-03-04,2025-02-17,BR031
ACC00076602,CUST000766,Money Market,17067,,0.0282,Inactive,2020-03-10,2025-05-28,BR031
ACC00076603,CUST000766,Credit Card,-4740,11892.0,0.2266,Active,2020-03-14,2025-03-04,BR031
ACC00076701,CUST000767,Money Market,3126,,0.0101,Active,2015-11-15,2025-01-10,BR003
ACC00076702,CUST000767,Checking,24263,,0.0,Inactive,2015-11-07,2025-04-04,BR003
ACC00076703,CUST000767,Savings,6221,,0.0288,Closed,2015-11-06,2025-06-25,BR003
ACC00076801,CUST000768,Savings,5176,,0.0223,Closed,2017-09-22,2025-08-17,BR009
ACC00076901,CUST000769,Savings,3741,,0.0222,Active,2024-08-18,2025-02-09,BR031
ACC00077001,CUST000770,CD,7783,,0.0399,Frozen,2017-09-23,2024-09-07,BR067
ACC00077002,CUST000770,Savings,23397,,0.039,Active,2017-10-08,2025-08-07,BR067
ACC00077101,CUST000771,Money Market,14538,,0.0132,Active,2020-11-05,2024-12-07,BR030
